,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval
43,TAS1,Cell 20,2022,2.330810396047235,86059626.8328374,60,0.6023831969077057,5129.95045870087,-7.141205941973339,-0.5208158840977676,1.5137859031253105,-0.6700729196888446,35915340.091999434,-27110581.92728818,-151412.5058871015,-13901.54756704143,AA,0,0,21910.350458615543,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,19369.0,-5884215.141195122,1576800.0,7328.025992700572,0,1.1,0,1
44,TAS1,Cell 20,2022,2.0185253880223786,90295495.1315003,60,0.5209215703586216,5129.9504587008605,-11.54715341101559,-1.8220088071479925,0.988882118108836,-1.3442741358153893,43273849.88661824,-25610087.7420048,-317345.3986356185,-22478.458640110344,AA,0,0,23902.200500307867,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,21130.0,-7110824.358562814,1576800.0,6948.076704453033,0,1.2000000000000002,0,1
45,TAS1,Cell 20,2022,1.7071314667247472,94531363.43016317,60,0.4374539733254137,5129.950458700864,-15.967551801026614,-3.1209268086117024,0.46390006879134077,-2.017920034936412,50813509.579630405,-24298040.320564773,-490876.64041886776,-31083.50083933181,AA,0,0,25894.050542000186,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,22891.0,-8335426.339428377,1576800.0,6956.388498583823,0,1.3,0,1
46,TAS1,Cell 20,2022,1.3963938149444903,98767231.72882608,60,0.35214222474711376,5129.950458700856,-20.40268630456488,-4.4238491106796305,-0.06106587358135989,-2.691320230490159,58519700.54626034,-23155752.717619926,-667828.5323402511,-39717.22933955296,AA,0,0,27885.90058369251,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,24652.0,-9558550.026329663,1576800.0,7015.025151396847,0,1.4000000000000001,0,1
47,TAS1,Cell 20,2022,1.0861912499855801,103003100.02748896,60,0.2655652526257996,5129.950458700858,-24.84613475234123,-5.718302611948219,-0.5889696261312622,-3.364222359346847,66340246.24900194,-22134364.447181053,-851293.0069734547,-48367.142317890924,AA,0,0,29877.75062538483,0.0,17300.61820288683,120000.0,Lined Rock,135.20962596339757,26412.0,-10780468.391945373,1576800.0,6703.167988345966,0,1.5,0,1
48,NSW1,Cell 2127,2022,7.338806970960362,42166299.548346594,60,1.0,4595.774129746416,37.691484392137944,32.35398052780095,36.211321332114785,38.968268239758295,0.0,-90360537.29478061,0.0,73372.75628336187,AA,0,0,0.0,0.0,19311.50482597996,120000.00000000006,Lined Rock,135.20962596339757,19664.0,10742161.883702414,1576800.0,1102.8263822783838,0,0.0,0,1
49,NSW1,Cell 2127,2022,7.030850301085154,49358666.79792558,60,0.9682279289087994,4595.77412974646,33.31706974184649,29.182825755769375,32.348051354013236,34.73231703710465,2870848.1465983675,-83408962.123226,-1.5487140458958493e-08,64857.229097461146,AA,0,0,2224.337243673458,2304.8976476156286,19311.50482597996,120000.0,Lined Rock,135.20962596339757,19664.0,9149911.102379858,1576800.0,996.5137465762979,0,0.1,0,1
50,NSW1,Cell 2127,2022,6.7230723220185205,56551034.04750457,60,0.9357541402112823,4595.774129746467,28.936716068017493,26.005207854628523,28.478607130857075,30.496540230077372,5804939.197507925,-76521034.24866417,-1.2637912050195155e-08,56330.140612407384,AA,0,0,4448.674487346916,4609.795295231257,19311.50482597996,120000.0,Lined Rock,135.20962596339757,19664.0,7558062.834867248,1576800.0,1017.8056067591563,0,0.2,0,1
51,NSW1,Cell 2127,2022,6.415481954349216,63743401.29708356,60,0.9024934853931369,4595.774129746478,24.54950453510947,22.812604294576897,24.61095497249012,26.260755302366714,8809959.372687409,-69704016.66793986,-1.1404072353116135e-08,47789.70216167976,AA,0,0,6673.011731020374,6914.692942846887,19311.50482597996,120000.0,Lined Rock,135.20962596339757,19664.0,5966637.175427939,1576800.0,885.2952189995261,0,0.30000000000000004,0,1
52,NSW1,Cell 2127,2022,6.108073986516906,70935768.54666254,60,0.86859887564849,4595.774129746486,20.156665955659673,19.62508445879899,20.737393152667295,22.024851155959137,11872051.403582228,-62943794.49581246,-1.0336577815905912e-08,39238.30972701749,AA,0,0,8897.348974693832,9219.590590462514,19311.50482597996,120000.0,Lined Rock,135.20962596339757,19664.0,4375622.384650013,1576800.0,752.7848312400109,0,0.4,0,1
53,NSW1,Cell 2127,2022,5.800885159317316,78128135.79624152,60,0.8336671877280213,4595.774129746469,15.755089422774391,16.427672102122028,16.86830496700652,17.789261357948334,15027769.841261623,-56277927.648927465,-9.679695267550414e-09,30669.907409667478,AA,0,0,11121.68621836729,11524.488238078142,19311.50482597996,119999.99999999987,Lined Rock,135.2096259633976,19664.0,2785101.2238001944,1576800.0,620.2744434803296,0,0.5,0,1
54,NSW1,Cell 2127,2022,5.4951058241564406,85320503.04582052,60,0.7958573268394515,4595.7741297464545,11.366087560824207,13.23945894798845,13.023439431276719,13.592698409813428,18444149.80020187,-49963218.70107511,-86684.89376467874,22125.98378507112,AA,0,0,13346.023462040748,13829.385885693773,19311.50482597996,119999.99999999987,Lined Rock,135.2096259633976,22415.0,1197755.0444455822,1576800.0,631.1429529192133,0,0.6000000000000001,0,1
55,NSW1,Cell 2127,2022,5.191838538725757,92512870.2953995,60,0.7520441159099811,4595.77412974645,6.961805933574179,10.064021396195157,9.204647061005742,9.434505143216594,22403031.33531928,-44279983.84976643,-262490.97118615644,13552.315550691068,AA,0,0,15570.360705714207,16134.2835333094,19311.50482597996,119999.99999999975,Lined Rock,135.2096259633977,26150.0,-383932.5634596469,1576800.0,719.1938259648532,0,0.7000000000000001,0,1
56,NSW1,Cell 2127,2022,4.891236596232343,99705237.54497848,60,0.7018919186189273,4595.7741297464345,2.5172667587644186,6.873054739656635,5.4016338602518355,5.291901430091118,26934898.815749925,-39205884.367173225,-474091.2679877652,4900.279290394735,AA,0,0,17794.697949387664,18439.18118092503,19311.50482597996,119999.99999999975,Lined Rock,135.2096259633977,29886.0,-1959616.2960170393,1576800.0,813.0750998971744,0,0.8,0,1
57,NSW1,Cell 2127,2022,4.592974625133,106897604.79455751,60,0.646784354300113,4595.774129746459,-1.9365499332154998,3.7301947947530953,1.6242875159278958,1.184472259229644,31915116.514742453,-34661698.65937965,-766075.1152398818,-3769.817203326173,AA,0,0,20019.03519306112,20744.078828540656,19311.50482597996,120000.0,Lined Rock,135.20962596339757,33622.0,-3530029.0758684753,1576800.0,952.4862397295049,0,0.9,0,1
58,NSW1,Cell 2127,2022,4.297155197214823,114089972.04413645,60,0.5858473567553867,4595.7741297464545,-6.419859610247084,0.5480208643851087,-2.1324256459843673,-2.900861081115007,37422019.91716464,-30695434.98672042,-1110255.7225301678,-12497.326707947657,AA,0,0,22243.37243673458,23048.976476156284,19311.50482597996,119999.99999999958,Lined Rock,135.20962596339785,37357.0,-5094939.852736959,1576800.0,880.9775014708966,0,1.0,0,1
59,NSW1,Cell 2127,2022,4.005312953076781,121282339.29371548,60,0.5152356886148356,4595.774129746461,-10.955860837518713,-2.614385708845099,-5.868711608554442,-6.953299232640072,43803980.40678053,-27680506.53909372,-1529494.6678065662,-21327.40909703643,AA,0,0,24467.70968040804,25353.874123771915,19311.50482597996,120000.00000000013,Lined Rock,135.2096259633975,41093.0,-6650891.739056141,1576800.0,981.2501349232421,0,1.1,0,1
