,Batch,Total_production,Total_CO2,Total_sell,Total_purchase,Total_grid_cost,EI_MEF,EI_Market,EI_L,RECs
55,56,4040,-225091.1097,305127.1325,-3233.353078,-14543.8764,0,-60.65008325,-54.55011361,302.5016498
56,57,3891.300626,-133515.4586,206212.155,-26562.18133,-15950.49863,0,-38.43480162,-33.70196584,184.6436637
57,58,4830,-51102.93015,166334.7793,-77368.87679,-5505.249862,0,-17.35902974,-13.44619231,103.5112514
58,59,4440,-272103.6742,376976.4692,-3538.24492,-21611.52996,0,-68.24859585,-61.39862696,374.1034143
59,60,3803.833796,-204540.6065,269513.6024,0,-20137.77624,0,-57.39105061,-51.7227987,269.5136024
60,61,4106.166204,-240504.4904,339953.3419,-31165.49771,-16975.15242,0,-62.06861172,-54.89673702,314.6469577
61,62,4450,-375518.814,495522.0271,0,-18869.84087,0,-90.19614427,-81.2878831,495.5220271
62,63,4370,-428548.0319,516468.4325,0,-22146.21834,0,-95.72984675,-86.27504707,516.4684325
63,64,4140,-250096.6689,329607.92,-24216.70578,-35685.30801,0,-60.64120857,-53.84917546,309.9439549
64,65,5060,-317239.8595,367954.5033,0,-12234.53497,0,-58.90180783,-53.08434533,367.9545033
65,66,4568.699374,-353022.0661,479039.1789,0,-21881.5501,0,-84.93045901,-76.54226553,479.0391789
66,67,4079.418457,-377383.5852,508603.3335,0,-61416.70793,0,-100.9871148,-91.01307879,508.6033335
67,68,3910,-365700.2958,506945.2029,0,-65243.4096,0,-105.0193387,-94.64705834,506.9452029
68,69,4361.882169,-388248.5525,489060.707,-3079.483537,-21473.1683,0,-90.35405348,-81.33330507,486.5601664
69,70,4090,-386383.1298,537426.6426,0,-24006.4813,0,-106.4341273,-95.9221147,537.4266426
70,71,4170,-264905.7221,392861.5961,0,-17946.32609,0,-76.31124529,-68.77433218,392.8615961
71,72,4884.950409,-204143.3703,311426.7186,-4839.90315,-11392.10638,0,-50.98769078,-45.81589505,307.4967172
72,73,4732.898999,-70050.41807,138735.5769,-55462.03642,-7533.588253,0,-16.03611797,-12.84406968,93.70040332
73,74,3733.365151,66974.35908,10575.54105,-127670.6802,5033.871614,17.93940758,20.19769523,22.89608653,-93.09305126
74,75,4702.521084,118956.0003,4272.282882,-168771.5911,5870.138356,25.29621838,22.86941405,25.53619492,-132.7702491
75,76,3712.000246,98935.68,13874.60128,-151543.9626,5202.127681,26.65292927,23.8241008,27.0739836,-109.1790964
76,77,4508.989575,17877.15654,65344.35162,-98706.70815,-470.2238178,3.964781077,2.659675981,5.401325477,-14.8054954
77,78,4370,-281603.0601,392532.9237,0,-19464.22922,0,-72.7578188,-65.57186139,392.5329237
78,79,4893.973909,-341095.9083,469744.7374,0,-16224.17589,0,-77.74729583,-70.06855056,469.7447374
79,80,4470,-203261.6584,274826.503,0,-11940.14688,0,-49.80077571,-44.88218058,274.826503
80,81,3806.703616,-121917.6259,192728.4223,-1964.844401,-14411.9726,0,-40.66975531,-36.58215241,191.1329686
81,82,3654.597011,-19618.20278,89302.54664,-39019.17709,-7937.050296,0,-12.77059262,-10.04402391,57.61897484
82,83,4803.97178,97560.32452,0,-151078.1199,7073.9394,20.30826345,20.68436401,22.95746781,-122.6754333
83,84,4132.8598,9312.509986,71253.58514,-78113.2395,-3954.941002,2.253284756,-1.533747668,1.211642282,7.825634668
84,85,4173.16842,-104211.559,270999.4872,-15312.28212,-14135.60266,0,-50.18690102,-44.72660601,258.5659141
85,86,4170,105225.1277,1783.108857,-153085.8211,5896.440315,25.23384357,23.79934967,26.48704556,-122.5225779
86,87,4442.094736,142935.0566,11104.28335,-219133.1194,6005.697484,32.17739943,30.4211805,34.18681035,-166.8318096
87,88,4197.905264,172017.436,5062.222451,-217225.6871,8386.7761,40.97696951,33.05774429,36.89443174,-171.3250355
88,89,4379.051531,138237.3394,9506.045803,-194192.6743,6404.936783,31.56787227,27.40879111,30.78777171,-148.1784058
89,90,4468.584113,-78229.82612,162435.4151,-47126.94299,-4736.742176,0,-22.50743205,-18.83710422,124.1683374
90,91,4262.364356,-199963.2328,294159.0006,-5621.606196,-11043.11847,0,-55.03315253,-49.41677444,289.5942564
91,92,4644.848483,-68742.10699,110952.1809,-9844.018602,-3173.080271,0,-17.95465642,-15.89049864,102.9588378
92,93,4633.252736,-112169.2939,151854.6793,-19895.50646,-3994.717956,0,-23.7234237,-20.79105149,135.6995281
93,94,4598.101187,-37275.37004,81116.0047,-28303.82659,-2000.064099,0,-10.24074266,-8.384524055,58.1332975
