,Location,Location_code,Year,LCOH,Capex,Step,RE_supply_proportion,FLH,EI_market,EI_MEF,EI_AEF,EI_L,Sell_amount,Purchase_amount,Curtailment,LGCs,battery class,battery_energy_capacity,battery_power_capacity,wind_capacity,pv_capacity,electrolyser_capacity,hydrogen_storage_capacity,hydrogen_storage_type,hydrogen_storage_cost,Grid_max_power_export,grid_cost,production_amount,H2_initial_storage_level,Simultaneity_obligation_interval,ratio,Simultaneity_obligation,Batch_interval,wind_capex+wind_OM,pv_capex+pv_OM,hydrogen_storage_capex,electrolyser_capex+electrolyser_OM,wind_OM,pv_OM,electrolyser_OM,grid_electricity_cost,LCOH_sum
43,TAS1,Cell 20,2021,3.7865144464079274,67429862.0640382,60,0.6390827166706323,5416.721721754915,-6.546856382975426,-1.4690781619087443,0.41853393037152165,-0.7794516874946144,32504231.572964624,-24310635.43402124,-1015828.9698392567,-12744.547092192162,AA,0,0,20745.514209444802,0.0,16384.69148770686,1304.3361707660727,Pipeline,998.895453486529,18340.0,-445158.2854745519,1576800.0,968.9014202691674,0,1.1,0,1,2.4189540457867396,0.0,0.06463802438550498,1.5005446490871452,0.23024257906220447,0.0,0.40862725877742045,-0.19762227285146267,3.7865144464079274
44,TAS1,Cell 20,2021,3.882365810154789,71431224.52718998,60,0.5655951387759351,5416.721721754896,-10.544263097645453,-2.8348701302854606,-0.08425429379988594,-1.545200266485942,39122527.121436894,-22879381.920136664,-1990778.3978930844,-20526.165496749814,AA,0,0,22631.47004666706,0.0,16384.69148770686,1295.0044094954212,Pipeline,998.9033558698299,20007.0,-723557.2149836731,1576800.0,968.9014202691674,0,1.2000000000000002,0,1,2.6388589590400797,0.0,0.06417608488434423,1.5005446490871452,0.251173722613314,0.0,0.40862725877742045,-0.32121388285678026,3.882365810154789
45,TAS1,Cell 20,2021,3.9789687827807465,75444913.4035833,60,0.4906447116033142,5416.721721754896,-14.547756884021743,-4.1818364229056675,-0.5847428701151062,-2.3094492198466345,45872566.961142324,-21595636.762114502,-2981491.8905724804,-28319.633400895655,AA,0,0,24517.42588388931,0.0,16384.69148770686,1298.0262379254702,Pipeline,998.9007969052535,21674.0,-1001640.59874226,1576800.0,968.9014202691674,0,1.3,0,1,2.858763872293419,0.0,0.06432567180072873,1.5005446490871452,0.2721048661644235,0.0,0.40862725877742045,-0.44466541040054663,3.9789687827807465
46,TAS1,Cell 20,2021,4.076185163178352,79447290.9686424,60,0.41426366933647335,5416.721721754892,-18.554190497896656,-5.541999930828223,-1.0870991349566803,-3.071545095904457,52751448.07961759,-20463366.031469937,-3994838.531863222,-36118.82416923882,AA,0,0,26403.381721111567,0.0,16384.69148770686,1289.7118997949078,Pipeline,998.907837707617,23341.0,-1277078.170874185,1576800.0,968.9014202691674,0,1.4000000000000001,0,1,3.078668785546759,0.0,0.06391409258042538,1.5005446490871452,0.293036009715533,0.0,0.40862725877742045,-0.5669423640359775,4.076185163178352
47,TAS1,Cell 20,2021,4.173979590957637,83448048.8104608,60,0.33660675217891933,5416.721721754896,-22.565813372291554,-6.913136633683366,-1.5867001000314278,-3.8323057286178948,59745234.565115824,-19460036.745884515,-5022221.251186563,-43928.11669806089,AA,0,0,28289.33755833382,0.0,16384.69148770686,1279.7744351549868,Pipeline,998.9162530166211,25008.0,-1551032.6419418855,1576800.0,968.9014202691674,0,1.5,0,1,3.2985736988000993,0.0,0.06342215717447658,1.5005446490871452,0.3139671532666425,0.0,0.40862725877742045,-0.688560914104084,4.173979590957638
48,NSW1,Cell 2127,2021,3.90247255560243,26773492.692756973,60,1.0,4749.099386180602,37.60315858285714,36.848667348638294,41.078557937803055,37.696371428571425,0.0,-90060058.28571427,0.0,73200.81537462855,AA,0,0,0.0,0.0,18688.030523002235,1672.229315409066,Pipeline,998.5839118001502,18964.0,4755068.451056906,1576800.0,0.0,0,0.0,0,1,0.0,0.0,0.0828435874410963,1.7086777278392673,0.0,0.0,0.46325998323204187,2.1109512403220663,3.90247255560243
49,NSW1,Cell 2127,2021,4.015933920249432,34060744.036986485,60,0.9817788060005158,4749.099386180606,33.25402665889274,32.997520111934065,36.64729065526109,33.49465573352351,1641001.7936288628,-81662779.30971958,0.0,64734.5052293112,AA,0,0,2152.25471324046,2537.2275520055705,18688.030523002235,1672.229315409066,Pipeline,998.5839118001502,18964.0,4099340.8181916657,1576800.0,0.0,0,0.1,0,1,0.2509557099233704,0.1536074704299148,0.0828435874410963,1.7086777278392673,0.02388664223852616,0.019148279977718348,0.46325998323204187,1.8198494246157826,4.015933920249431
50,NSW1,Cell 2127,2021,4.1298897515104915,41331322.519169725,60,0.9624134872122566,4749.099386180603,28.89498596211951,29.172215858143076,32.2202894858871,29.2929400384756,3385043.5324209193,-73368540.27888808,0.0,56248.906006259305,AA,0,0,4304.50942648092,5074.455104011141,18688.030523002235,1655.509336169082,Pipeline,998.5980707226648,18964.0,3446590.2399522783,1576800.0,0.0,0,0.2,0,1,0.5019114198467408,0.3072149408598296,0.08201642909441467,1.7086777278392673,0.04777328447705232,0.038296559955436696,0.46325998323204187,1.53006923387024,4.129889751510492
51,NSW1,Cell 2127,2021,4.244373619431148,48609760.99766343,60,0.941461274188581,4749.099386180603,24.522201856755984,25.35736896382452,27.79427952086812,25.09122434342768,5272001.058547838,-65217217.03539143,0.0,47736.55294781831,AA,0,0,6456.764139721381,7611.682656016712,18688.030523002235,1646.6717572515481,Pipeline,998.6055546192243,18964.0,2794150.728124803,1576800.0,0.0,0,0.30000000000000004,0,1,0.7528671297701114,0.4608224112897444,0.08157921349031919,1.7086777278392673,0.0716599267155785,0.057444839933155044,0.46325998323204187,1.240427137041706,4.244373619431148
52,NSW1,Cell 2127,2021,4.359558630694557,55893261.70358008,60,0.9187821429514338,4749.099386180603,20.13446165534015,21.54511475417098,23.361247654761343,20.88950864837977,7314484.939634682,-57221420.14685471,0.0,39195.08535572883,AA,0,0,8609.01885296184,10148.910208022282,18688.030523002235,1642.9106415771228,Pipeline,998.6087396318753,18964.0,2142724.875418361,1576800.0,0.0,0,0.4,0,1,1.0038228396934816,0.6144298817196592,0.08139314035079077,1.7086777278392673,0.09554656895410464,0.07659311991087339,0.46325998323204187,0.9512350410913574,4.359558630694556
53,NSW1,Cell 2127,2021,4.475710473516959,63171072.61423551,60,0.8933205844169314,4749.099386180622,15.72578222894257,17.7266692465761,18.916966708053,16.690958963376346,9607554.385297136,-49483772.708708994,-7563.885815382677,30612.856072341532,AA,0,0,10761.2735662023,12686.137760027852,18688.030523002235,1633.443942608089,Pipeline,998.6167562840043,19272.0,1494112.7284444824,1576800.0,0.0,0,0.5,0,1,1.2547785496168522,0.7680373521495739,0.08092479044149353,1.7086777278392673,0.11943321119263081,0.09574139988859173,0.46325998323204187,0.6632920534697727,4.475710473516959
54,NSW1,Cell 2127,2021,4.595188901542652,70471734.06313723,60,0.86021477964123,4749.099386180633,11.32200643764187,13.943873029993986,14.515172407701865,12.56369270753096,12589065.092992323,-42604869.12516629,-185430.3642010605,22040.172531942837,AA,0,0,12913.528279442762,15223.365312033424,18688.030523002235,1646.8914026446753,Pipeline,998.6053686176715,23126.0,850440.3485166148,1576800.0,0.0,0,0.6000000000000001,0,1,1.5057342595402228,0.9216448225794888,0.08159007993880452,1.7086777278392673,0.143319853431157,0.11488967986631009,0.46325998323204187,0.3775420116448695,4.595188901542653
55,NSW1,Cell 2127,2021,4.718469517690821,77768918.9755701,60,0.8169117717369347,4749.099386180626,6.857781761384525,10.186950950903105,10.143720168628258,8.464360230729062,16488936.508799888,-36711062.58730532,-430033.1801560803,13349.815162161876,AA,0,0,15065.782992683222,17760.592864038994,18688.030523002235,1656.8528399449576,Pipeline,998.596933007983,26981.0,215721.18040334014,1576800.0,0.0,0,0.7000000000000001,0,1,1.7566899694635933,1.0752522930094037,0.08208289477940739,1.7086777278392673,0.16720649566968313,0.13403795984402844,0.46325998323204187,0.09576663259914897,4.718469517690821
56,NSW1,Cell 2127,2021,4.845065833534922,85057375.21554652,60,0.7632778687087353,4749.09938618063,2.328560533249008,6.421440669793562,5.792686580223977,4.3895633120579,21319208.941609927,-31806274.745326437,-733253.6749907241,4532.931171391401,AA,0,0,17218.03770592368,20297.820416044564,18688.030523002235,1658.0611275451063,Pipeline,998.5959097979503,30835.0,-410553.68673686846,1576800.0,0.0,0,0.8,0,1,2.0076456793869633,1.2288597634393184,0.08214267093368612,1.7086777278392673,0.19109313790820928,0.15318623982174678,0.46325998323204187,-0.18226000806431247,4.845065833534923
57,NSW1,Cell 2127,2021,4.974819182251361,92358754.79082258,60,0.701508160702032,4749.099386180632,-2.2483553805578724,2.638309089013206,1.4628324709884366,0.337588849855618,26882192.444985226,-27688722.89718574,-1090999.0930982872,-4376.798474152658,AA,0,0,19370.292419164143,22835.047968050134,18688.030523002235,1672.229315409066,Pipeline,998.5839118001502,34689.0,-1031161.3262709588,1576800.0,0.0,0,0.9,0,1,2.2586013893103343,1.382467233869233,0.0828435874410963,1.7086777278392673,0.21497978014673547,0.17233451979946512,0.46325998323204187,-0.4577707562085687,4.974819182251362
