,grid_interaction,CP_grid_out,CP_grid_in,grid_pout,grid_pin,pv_pout,wind_pout,curtailment,CP_wind,CP_pv,CP_el,CP_bat,el_pin,el_pout,comp_pin,bat_pin,bat_pout,bat_e,h2_storage_pin,h2_storage_pout,H2CP_h2_storage,h2_storage_level,price,MEF_CO2,AEF_CO2,Load,Direct_pipeline_supply,Time
6838,0.0,0.0,0.0,0.0,0.0,-0.0,-1568.3843217274,0.0,1568.3843217274,0.0,-1545.5927134403748,0.0,1545.5927134403748,-27.459769020514273,22.791608287026847,0.0,0.0,0.0,0.0,-152.54023097948576,0.0,497.35618199905116,0.07534055083333333,0.0,0.0,180.0,27.459769020514244,2021-10-12 22:00:00
6839,-15199.712839702857,0.0,15199.712839702857,-15199.712839702857,0.0,-0.0,-1571.6904985458737,-1.8189894035458565e-12,1571.6904985458737,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,610.1852854254471,0.059706988333333336,11417.30674220762,11711.916995222131,180.0,180.0,2021-10-12 23:00:00
6840,1386.0150510038538,-1386.0150510038538,0.0,0.0,1386.0150510038538,-0.0,-1386.0150510038538,0.0,1386.0150510038538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,430.1852854254471,0.08139049583333333,-1087.8023688920175,-1065.842192345239,180.0,0.0,2021-10-13 00:00:00
6841,-15859.328211595088,0.0,15859.328211595088,-15859.328211595088,0.0,-0.0,-912.0751266536425,-1.8189894035458565e-12,912.0751266536425,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,543.014388851843,0.0448238025,11706.172707663107,11867.9837866791,180.0,180.0,2021-10-13 01:00:00
6842,-15736.820250864614,0.0,15736.820250864614,-15736.820250864614,0.0,-0.0,-1034.5830873841169,-1.8189894035458565e-12,1034.5830873841169,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,655.843492278239,0.03693720833333334,14176.841380682205,11759.668933579243,180.0,180.0,2021-10-13 02:00:00
6843,-15695.876845143177,0.0,15695.876845143177,-15695.876845143177,0.0,-0.0,-1075.526493105553,-1.8189894035458565e-12,1075.526493105553,0.0,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,768.6725957046349,0.04024745666666667,14547.55620258126,11849.170305101818,180.0,180.0,2021-10-13 03:00:00
6844,-13723.695472858948,0.0,13723.695472858948,-13723.695472858948,0.0,-0.0,-776.5857477407625,0.0,776.5857477407625,0.0,-14259.9284814649,0.0,14259.9284814649,-253.34898317323427,240.3527391348105,0.0,0.0,0.0,73.34898317323427,0.0,-73.34898317323427,842.0215788778692,0.04504527416666666,9017.601565814659,10361.169267748348,180.0,180.0,2021-10-13 04:00:00
6845,673.6976877296818,-673.6976877296818,0.0,0.0,673.6976877296818,-0.0,-673.6976877296818,0.0,673.6976877296818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180.0,0.0,662.0215788778692,0.059619364999999994,-434.3223828584204,-503.180111334602,180.0,0.0,2021-10-13 05:00:00
6846,-12382.736273707174,0.0,12382.736273707174,-12382.736273707174,0.0,-3379.2571400988004,-1009.4099244427555,-1.8189894035458565e-12,1009.4099244427555,3379.2571400988004,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,774.8506823042651,0.04289638666666667,9106.077312482837,8644.98973362042,180.0,180.0,2021-10-13 06:00:00
6847,-9452.717446435658,0.0,9452.717446435658,-9452.717446435658,0.0,-6845.407318955001,-473.2785728580718,0.0,473.2785728580718,6845.407318955001,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,887.679785730661,0.011835098333333334,4143.418397814309,6053.460861273679,180.0,180.0,2021-10-13 07:00:00
6848,-6706.262362444031,0.0,6706.262362444031,-6706.262362444031,0.0,-9088.298693014802,-976.8422827898975,-1.8189894035458565e-12,976.8422827898975,9088.298693014802,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1000.508889157057,0.008011633333333334,3511.5351408386878,4084.1637470892774,180.0,180.0,2021-10-13 08:00:00
6849,-7164.86656463275,0.0,7164.86656463275,-7164.86656463275,0.0,-7959.627558917601,-1646.9092146983787,0.0,1646.9092146983787,7959.627558917601,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1113.337992583453,0.005730833333333333,3082.3348447535996,4207.106250562956,180.0,180.0,2021-10-13 09:00:00
6850,-1791.6230318359285,0.0,1791.6230318359285,-1791.6230318359285,0.0,-12239.907332006203,-2739.8729744065986,-1.8189894035458565e-12,2739.8729744065986,12239.907332006203,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1226.1670960098488,0.008041666666666666,1133.234643983431,1054.644616550937,180.0,180.0,2021-10-13 10:00:00
6851,383.68280618638715,-383.68280618638715,0.0,0.0,383.68280618638715,-13440.645262826602,-3714.4408816085156,-1.3073986337985843e-12,3714.4408816085156,13440.645262826602,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1338.9961994362448,0.014761675833333333,-268.0415805634575,-233.30320921219615,180.0,180.0,2021-10-13 11:00:00
6852,1668.5935807397345,-1668.5935807397345,0.0,0.0,1668.5935807397345,-13955.810255027602,-4484.186663960865,-3.637978807091713e-12,4484.186663960865,13955.810255027602,-16482.09525,0.0,16482.09525,-292.82910342639593,289.30808824873094,0.0,0.0,0.0,112.82910342639593,0.0,-112.82910342639593,1451.8253028626407,0.024029371666666667,-1334.383592403015,-1042.27799816983,180.0,180.0,2021-10-13 12:00:00
